date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:00	8195/8195	---M-Z	200	added ('OK')	text/javascript	etag:%222f32e68bc5c4f831196325abe2ef8c0e%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/voucher/76.0e9b48721a7a052d0019.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/voucher/76.0e9b48721a7a052d0019.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:02	5504/5504	---M-Z	200	added ('OK')	text/javascript	etag:%22f75e92b32c2bc2e2701b34e1eedab4b9%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/voucher/349.9ff08c84c5b4656514cd.2023.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/voucher/349.9ff08c84c5b4656514cd.2023.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:03	24337/24337	---M-Z	200	added ('OK')	text/javascript	etag:%22481d3ed74c7e0f1ec09a193f0d15568f%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/vendor.ec36bfe565a7a592041a.legacy.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/vendor.ec36bfe565a7a592041a.legacy.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:05	11589/11589	---M-Z	200	added ('OK')	text/javascript	etag:%221571d6f74abea474ce59249cb15d5d57%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/common.e873debda55495618a07.legacy.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/common.e873debda55495618a07.legacy.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:06	23121/23121	---M-Z	200	added ('OK')	text/javascript	etag:%22a5016567e0ce1a456e7b52919cc53633%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/vendor.556ea088e5ddfb4a5b2e.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/vendor.556ea088e5ddfb4a5b2e.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:08	10354/10354	---M-Z	200	added ('OK')	text/javascript	etag:%22bd6417bd54becae8e20666563584bb0f%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/common.c45026ff86e20e3035c0.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/account/common.c45026ff86e20e3035c0.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:08	42261/42261	---M-Z	200	added ('OK')	text/javascript	etag:%2292963221ee4e0572bacb36cdda000dac%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-latest.39cc20c65bb1a256.2017.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-latest.39cc20c65bb1a256.2017.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:09	42271/42271	---M-Z	200	added ('OK')	text/javascript	etag:%22cba87f1358274f90141db382a4d59725%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-stable.42d2159703f2d664.2017.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/sfu-stable.42d2159703f2d664.2017.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:09	427434/427434	---M-Z	200	added ('OK')	text/javascript	etag:%2230b3d007f4ff0144ef329d771d65efb6%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/entry-modules.81724a495ac5ead7.2017.js	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/entry-modules.81724a495ac5ead7.2017.js	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:10	62828/62828	------	200	untouched ('')	image/png	etag:%22bce75dc15792e021cf423cfdc17c0b5d%22	https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/a655b2036d411910.png	C:/Users/Omar/Downloads/Shopee/deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/a655b2036d411910.png	(from https://deo.shopeemobile.com/shopee/shopee-mobilemall-live-sg/assets/bundle.6fb9d367df53c7a2.2023.css)
16:31:23	0/-1	---M--	204	error ('No%20Content')	text/html	date:Mon,%2024%20Nov%202025%2019:31:12%20GMT	https://shopee.com.br/2023.js	C:/Users/Omar/Downloads/Shopee/shopee.com.br/2023.html	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
16:31:25	0/-1	---M--	204	error ('No%20Content')	text/html	date:Mon,%2024%20Nov%202025%2019:31:13%20GMT	https://shopee.com.br/2017.js	C:/Users/Omar/Downloads/Shopee/shopee.com.br/2017.html	(from https://shopee.com.br/Kit-2-Gummy-Hair-Suplemento-Vitamina-Para-Cabelo-E-Unhas-Em-Goma-i.843263540.17293331282)
